d4205b87-306f-4157-8bfd-bdaa40a695a0;24376920;E184BУ 43;2017-10-16 06:44:32;73932098366;NZ3V8Y039371H2YPY
79251171-d717-40b0-8d80-04667e330383;65431988;ОН0816 91;2015-05-06 09:04:42;24898074180;AKFAW8BJ5KRLCZPWF
7f035ce9-b5ce-4dca-b109-5343cc9367e8;26221230;5928ОТ 02;1987-04-14 21:40:55;29467040336;CNGVP1T7X7FPLSERK
0fcba800-20bc-471d-ab7c-6a51fd18c4d5;64219325;4454ХB 04;2014-07-04 16:09:38;22384039159;SZZAD5SN747U49RLF
d8b20bba-af84-4a3d-961f-dd65e40983de;53429967;E698ОТ 80;2004-06-04 07:09:44;73271215611;FT8GYYSN2MH9VF6NC
7f557131-9abf-4641-8d8a-8a998bca8785;84442914;СK9410 08;1998-04-25 06:01:32;14884161476;GA3YCFFV8LA1FNWGV
b1d94dbc-2bb6-4c40-a272-a521845a41f8;24269153;ОХ4144 37;2002-01-09 03:06:04;19056230530;SX9B97Y09JKHVUP31
01eeea95-ac2d-41c1-8012-8df4a0850b26;11421357;KE4297 09;2021-10-10 09:26:24;96367708395;1BUJYX493VR8PZRFB
3bb7614b-b659-4c23-ba0a-c83c7ddae691;80856847;У889ХK 97;2016-06-02 10:10:53;90945194545;RW8PJUL13SMX6ES4F
652a2957-f569-4638-b0d5-0ecf197b9cfd;8565280;AУ567 96;2019-08-07 23:54:00;91500194921;42AVSNLC14VU84VA0
2aac438a-530a-4979-90ab-fee362718e04;20573000;A1472 87;2004-07-03 23:52:43;12568736097;WUMU2TTP34CARHC7G
ead31f6f-aa72-406f-a35a-6948ad2a114a;98382160;О1167 19;2022-05-29 12:15:00;62699416997;P3FLYC9HX1SFCK5PP
fa54b1b1-d973-4499-8ea8-efdcac35c403;44189979;СН291 121;1993-04-25 20:42:00;13385518580;TP2DV8LGX1XXP9YWR
6f39b91c-311c-481c-a2a1-d559f004835d;53142038;С9602 87;2021-10-11 02:40:19;97986468585;Y0KJM74U7MBC7FR23
7e48a4f3-75e8-43b1-a131-9d14313eb5e9;76820846;0091ХУ 86;2016-02-15 08:05:04;75621817851;UA2CM11L7CEUWN8X0
f1773a87-1e4f-409c-8ea9-43bf2f31c9c2;64396193;009T018 17;2017-01-24 02:39:08;71573269271;WRS720W06XYZ94HBE
d9f53d96-4b7f-4ac6-a22f-619e3acc07d6;55741612;E1105 01;2019-06-16 20:48:14;14117545625;YJZND0Z27ZG3EE2WS
86bfbea8-f2a7-4b36-833a-4103bfeee97a;64257310;003D413 61;2022-06-21 01:22:48;28783053078;W08B1GE87AUR30X5L
da1f26ce-a9f6-4cb5-9c7f-fa441efec282;38664388;B601ТТ 11;2017-08-03 05:13:53;89160471438;79P14BRH241GG1TXY
