40045e4a-c360-42f2-b6b4-b79662f7e295;11;NZ3V8Y039371H2YPY;NZ3V8Y039371H2YPY;2007-11-06 05:15:19;291;NZ3V8Y039371H2YPY
3510d7bc-1371-49bf-8694-30d9149024d2;11;AKFAW8BJ5KRLCZPWF;AKFAW8BJ5KRLCZPWF;1985-01-09 20:50:09;393;AKFAW8BJ5KRLCZPWF
21bfe264-f255-4c8e-8201-cd5c11af28a6;5;CNGVP1T7X7FPLSERK;CNGVP1T7X7FPLSERK;1983-05-27 00:14:57;244;CNGVP1T7X7FPLSERK
c24d2f01-cefa-45a1-9383-04794b0ac1d4;13;SZZAD5SN747U49RLF;SZZAD5SN747U49RLF;2012-08-11 22:01:40;101;SZZAD5SN747U49RLF
4491a014-edcb-452e-acd8-66376254dc1c;2;FT8GYYSN2MH9VF6NC;FT8GYYSN2MH9VF6NC;2003-10-16 04:19:19;358;FT8GYYSN2MH9VF6NC
b1412283-2a89-45d7-be66-2fa580bc630c;6;GA3YCFFV8LA1FNWGV;GA3YCFFV8LA1FNWGV;1998-02-26 03:02:22;342;GA3YCFFV8LA1FNWGV
2c16c261-fa3f-4fde-a1f2-23c24e736a62;14;SX9B97Y09JKHVUP31;SX9B97Y09JKHVUP31;1987-07-02 12:01:23;477;SX9B97Y09JKHVUP31
18e65e65-a694-43d6-8130-24028d649991;6;1BUJYX493VR8PZRFB;1BUJYX493VR8PZRFB;2007-10-29 11:47:40;500;1BUJYX493VR8PZRFB
12e6bfef-25c3-4e6c-bdee-859ce017c19d;6;RW8PJUL13SMX6ES4F;RW8PJUL13SMX6ES4F;1996-02-25 06:10:59;109;RW8PJUL13SMX6ES4F
b291d9c1-1ba9-4f67-af45-2d335bc87603;6;42AVSNLC14VU84VA0;42AVSNLC14VU84VA0;2001-01-09 20:41:57;483;42AVSNLC14VU84VA0
3281afb8-c210-4919-b651-536e7736c9ff;15;WUMU2TTP34CARHC7G;WUMU2TTP34CARHC7G;2003-01-23 10:07:02;153;WUMU2TTP34CARHC7G
3ff9a335-6e8a-4976-a5a2-fab920249f8f;15;P3FLYC9HX1SFCK5PP;P3FLYC9HX1SFCK5PP;2020-09-22 17:27:16;215;P3FLYC9HX1SFCK5PP
5ac34438-039c-4b09-a0ff-37b5807fc1a3;15;TP2DV8LGX1XXP9YWR;TP2DV8LGX1XXP9YWR;1992-05-23 09:13:53;276;TP2DV8LGX1XXP9YWR
ae71beed-2e0a-4495-807c-cc857d2637d9;11;Y0KJM74U7MBC7FR23;Y0KJM74U7MBC7FR23;2021-07-28 07:21:37;239;Y0KJM74U7MBC7FR23
07a1ac86-0648-4a32-9eb7-5f3a51099aa0;9;UA2CM11L7CEUWN8X0;UA2CM11L7CEUWN8X0;2009-10-01 13:23:39;151;UA2CM11L7CEUWN8X0
7ef78fc2-d178-47c1-939e-d0e7d5eda701;5;WRS720W06XYZ94HBE;WRS720W06XYZ94HBE;2011-05-20 18:51:46;364;WRS720W06XYZ94HBE
58cb58c2-ec84-4cee-b9ea-72a58a0c2481;10;YJZND0Z27ZG3EE2WS;YJZND0Z27ZG3EE2WS;2013-09-02 22:05:44;481;YJZND0Z27ZG3EE2WS
147507aa-522a-42f3-905c-b0bf0a12107d;6;W08B1GE87AUR30X5L;W08B1GE87AUR30X5L;2022-03-06 12:23:45;202;W08B1GE87AUR30X5L
cb5fcbce-28d1-4278-9895-2bd2d6941f7f;13;79P14BRH241GG1TXY;79P14BRH241GG1TXY;2015-02-04 16:47:40;290;79P14BRH241GG1TXY
9ac84d83-d4d4-42aa-b73e-8e04a1b9c09b;10;HD6HD3V290Y1GPH6T;HD6HD3V290Y1GPH6T;2008-06-02 21:35:52;152;HD6HD3V290Y1GPH6T
8d6c5a1b-c30c-459d-a536-0c59bf067388;5;BF2L6XP55A1R45UBW;BF2L6XP55A1R45UBW;2019-10-13 01:07:21;186;BF2L6XP55A1R45UBW
ab4f176d-d3e2-4c5a-a800-5113aba7626b;9;A5YDL7E23FG5ZZ2RF;A5YDL7E23FG5ZZ2RF;2010-06-01 11:13:03;271;A5YDL7E23FG5ZZ2RF
dadb1253-9ba0-419e-ac5d-ed494950d1e9;9;MNWYUFC912BBMDCFA;MNWYUFC912BBMDCFA;2005-09-19 04:03:13;109;MNWYUFC912BBMDCFA
5b259aaf-4ab2-4445-9ee5-09a0a2ef3c61;10;MP84Y3TG18AGKJVY9;MP84Y3TG18AGKJVY9;1981-05-13 17:45:13;230;MP84Y3TG18AGKJVY9
628a23eb-43db-442c-ab49-d96fac84f147;15;HSXDZG6BXWKE0XVTM;HSXDZG6BXWKE0XVTM;1993-03-21 00:19:47;427;HSXDZG6BXWKE0XVTM
fb2c41a3-b121-4b27-b8ac-78f66eaf79a3;7;J6TCF0Z38394HFD1X;J6TCF0Z38394HFD1X;2007-02-18 14:22:37;111;J6TCF0Z38394HFD1X
f6ce6c92-9c3a-49a6-9dee-13175fdca756;7;RTA5N3ZF8SXYE3L4R;RTA5N3ZF8SXYE3L4R;1985-07-11 06:26:30;337;RTA5N3ZF8SXYE3L4R
7369a538-f36c-4dc6-b92b-1a63bc82cc51;4;0D3PNRF44VEGT5SM6;0D3PNRF44VEGT5SM6;1975-08-27 19:41:42;466;0D3PNRF44VEGT5SM6
05c0e182-baa9-40db-afd0-98fa3822bed5;12;RY3JJ88V9BNM3B5U7;RY3JJ88V9BNM3B5U7;2003-11-23 01:28:54;363;RY3JJ88V9BNM3B5U7
9888347e-21b4-46b0-ac37-d1c78c0a36cf;9;L8C8NANP14FGZ105K;L8C8NANP14FGZ105K;2001-10-02 22:51:59;320;L8C8NANP14FGZ105K
d26ff0b6-9dc3-406f-96ab-7c46551ad7d7;2;1A3TC23G7BJJP5Y3V;1A3TC23G7BJJP5Y3V;1993-05-17 08:07:35;144;1A3TC23G7BJJP5Y3V
9319f9e3-6381-4330-962d-7cfe868ae949;3;3C37YH634PA6CARS2;3C37YH634PA6CARS2;2019-06-09 13:28:01;153;3C37YH634PA6CARS2
6651c9da-d38c-4a05-8a66-acd4bf2f9509;4;B91THAU35GBV1VPB8;B91THAU35GBV1VPB8;2004-05-05 22:49:24;181;B91THAU35GBV1VPB8
220a973e-04e7-4ed7-a442-916f31fe6d4a;3;X72LGRAP4717MUBFT;X72LGRAP4717MUBFT;1999-02-13 15:40:20;197;X72LGRAP4717MUBFT
fda0ff59-1a9d-42f7-8350-ef1e3e5bb683;14;U1S6CGL45CZ814JLG;U1S6CGL45CZ814JLG;1982-05-14 13:02:04;403;U1S6CGL45CZ814JLG
de5c3422-929f-46b8-a141-5fb027c58022;11;9674AVTRXTC373JZ5;9674AVTRXTC373JZ5;1985-04-26 23:44:20;346;9674AVTRXTC373JZ5
1d66993a-f6eb-44b4-b1a1-91182c4e0aa5;11;5M5RX5CE3ZW3MHMC3;5M5RX5CE3ZW3MHMC3;1981-11-23 22:55:03;326;5M5RX5CE3ZW3MHMC3
75f1da92-5baf-40b6-8751-610c870f2d5e;8;P3143F2DXMYRA1NM6;P3143F2DXMYRA1NM6;1995-03-21 03:14:56;493;P3143F2DXMYRA1NM6
d06d8e23-519f-4254-8ffe-9e4009d1bb55;15;Z8273DWD5HE5KKN4S;Z8273DWD5HE5KKN4S;1988-07-24 01:31:57;418;Z8273DWD5HE5KKN4S
6c463fca-b4c2-442f-9292-b558f5c4a072;8;MVWUPJ0W5S2WSU3PJ;MVWUPJ0W5S2WSU3PJ;1989-04-12 22:18:43;118;MVWUPJ0W5S2WSU3PJ
d891ffa8-5da3-4ed1-a74c-f44f27bc60cd;15;DVRYS4JA8UUL8UYZ3;DVRYS4JA8UUL8UYZ3;1980-01-11 09:02:53;290;DVRYS4JA8UUL8UYZ3
d6e7e739-7538-4bcd-916f-bc19e964c42f;13;9LDFZBAW50VDBMJKR;9LDFZBAW50VDBMJKR;2005-01-21 16:12:01;371;9LDFZBAW50VDBMJKR
470d60b3-0bc3-4659-b8b4-5ab26277522e;8;SB35UX2X7E51ETMPW;SB35UX2X7E51ETMPW;2003-05-01 15:31:53;424;SB35UX2X7E51ETMPW
d9341332-ad48-424b-88a6-fd97c6a2ffc8;14;TN90GU0Y6AA5DJFKP;TN90GU0Y6AA5DJFKP;2019-01-19 03:04:34;297;TN90GU0Y6AA5DJFKP
582a1b19-3802-4561-bfae-f9b00cee4818;9;53KSZJ8M855WJG20L;53KSZJ8M855WJG20L;2011-10-24 11:05:43;324;53KSZJ8M855WJG20L
3c48eaa3-11df-4fe6-931b-5941f2817b18;15;BXW2TZP53B5S31R84;BXW2TZP53B5S31R84;1971-07-17 22:37:37;430;BXW2TZP53B5S31R84
92c0c82c-8c89-455d-bf30-c319c0834db2;13;ECZRGP8JXLE2BKNTT;ECZRGP8JXLE2BKNTT;1994-08-23 16:33:03;495;ECZRGP8JXLE2BKNTT
1165e002-a0df-4b14-908d-d6769bd5111c;14;0PNS5SEM2GG0AP7WH;0PNS5SEM2GG0AP7WH;2021-05-22 21:56:16;448;0PNS5SEM2GG0AP7WH
7a42f711-7700-4690-acc7-4375c601b2e5;13;N6RDR6A9XNV390BAV;N6RDR6A9XNV390BAV;1971-07-02 00:05:30;162;N6RDR6A9XNV390BAV
e3796c50-558e-4dc1-8648-09fa25cc081b;2;NZ6E86567TLWV2FGR;NZ6E86567TLWV2FGR;2011-11-14 15:01:12;175;NZ6E86567TLWV2FGR
516debcb-e745-4c5c-936c-9c5aa04e7eba;9;ZAUVFDZ504XF8AAWE;ZAUVFDZ504XF8AAWE;1997-12-24 02:49:54;273;ZAUVFDZ504XF8AAWE
a80e1c4f-fda6-4cbe-94d8-7b1df268c4e0;13;BAVKC7LB26JTCRF26;BAVKC7LB26JTCRF26;2002-04-01 16:34:16;175;BAVKC7LB26JTCRF26
020cdf9f-c7bd-47c4-a922-780238ff07f6;4;5NA1NZH952TH04VU6;5NA1NZH952TH04VU6;2015-11-26 03:30:10;162;5NA1NZH952TH04VU6
bc9d44ce-07fd-4322-ba81-4cb49bd05d59;3;159LSKJS5TJU8XRCR;159LSKJS5TJU8XRCR;2008-05-08 04:13:00;256;159LSKJS5TJU8XRCR
67c541ea-fb47-4e1c-9c11-8d436524cbe5;5;8N415VY54VBY704JB;8N415VY54VBY704JB;2009-06-14 02:30:49;169;8N415VY54VBY704JB
16d63a46-38fb-4e43-aa27-60abe7520c0c;15;TVDE6405807GPHJTE;TVDE6405807GPHJTE;1994-07-21 14:57:30;256;TVDE6405807GPHJTE
