fee7572d-3c04-434f-94f3-e8ce964fae47;91482283;003CD4 136;2019-08-29 22:43:54;61329440797;K54LZNRU5LURC77ZH
503c6577-3652-464e-8fe6-83dc649b48fb;46038441;E918—— 64;2021-12-18 20:19:07;52469113943;GEZDVN4W5DN93LJHV
30fff4a3-f881-4ef2-b52e-872f539acca4;58802862;–Õ491 72;2021-05-13 21:15:08;47898026047;YBW4FNTD1SG67U479
aa47e1d7-81c4-41aa-9eff-91128a5df04c;11839854;M”9289 05;2009-09-24 17:56:24;24964373941;ZV75LJVE1XHPWRG0L
d569310b-2646-4edc-a5c9-52150bb49493;95361950;M“0334 86;2006-08-03 10:45:18;76696232841;8KPH306X55W84G6A0
19cad98c-d346-4d6f-abf1-8cccb2f4cd6d;27000847;BE775 164;2022-12-03 13:27:55;26530722449;7VRTZWDH9JKZ194KD
318d004f-f64b-4bac-aee4-71965f6bc44d;97975111;’K2485 79;2003-02-18 12:16:29;36609775000;Z8HKZZMY06YN4DXAR
35d9f1f5-6375-4c7d-9ad4-84840aa4aac1;99290045;005D240 05;2000-09-25 15:54:55;35061330216;MY00ZABH3FW9LSKXE
5644a381-9aac-4046-a398-8641cb50d19f;26013963;E”2275 82;2020-04-14 00:25:21;25306193766;W6MDVVT48LMLD1AP0
bc1e8593-9a62-4299-a095-0324ff55fdf3;17244775;M“3591 01;2023-04-26 10:02:32;62722026742;85GTT3BF6WY2F9VN6
ee4a0e82-0cc5-48f8-a040-a5132610dbdf;16270672;’8761 15;2018-10-28 20:24:02;45174863859;VE06CHKM7F4FKGXN0
447e368b-9f5e-4a5e-b627-a48de6a04cbc;3498546;’738KŒ 79;2011-07-15 05:09:36;19670687396;42FP2CN760FTBDGCL
ebb11dc5-fc87-45ea-b054-3d11ad4c3e69;96403055;“B851 88;2022-09-09 20:53:00;24102598939;V97MYS1V2EGWL2M31
fa5a3d0d-3051-4c3f-87df-1d268cca30eb;15920022;”E2886 42;1998-04-07 01:05:39;16271970726;5D674TDZ7SMR3BAD3
fa050e53-4fde-4eef-8d84-d5ef84f3f499;20687666;8849–Œ 150;2018-06-21 09:40:56;14151543708;2YZTKEY983Z2B0ACZ
fe961954-ccf0-400f-b87f-7a1dc7d20ade;39732518;Œ’451 88;2015-11-27 04:14:40;24082804216;UE6FVZG29WRXFF3CC
c93ac6e9-ca5c-4fee-aa37-7a915d89ae23;20930828;007CD9 98;2022-06-01 23:26:15;66280919548;GEPEFRGT6DHY9Z6GP
ad10ab4f-2e33-434a-929c-98ef84734c40;82676731;5489–“ 42;2002-07-02 15:54:23;86291986866;X5UA5ZUAXVYT00UVY
6044ba93-2973-41f4-b211-51a15b10ebcd;45178878;—840ÕE 123;2022-04-17 05:26:12;28091245070;HA60LATV0U1REYVET
61398070-2de9-4df4-bada-26c52529ac51;54865318;2169’Õ 51;2011-07-26 22:54:08;21792122721;S8AJDMGP9RME4P8C3
ecf07b33-6d84-4271-996f-1dde66b857ea;92198723;E–7852 150;2015-02-07 22:43:34;15030983176;4SZ29NKL04F2CCJFB
