31f3bd20-e5b8-4ca6-934a-ab48a2a54cb5;11;K54LZNRU5LURC77ZH;K54LZNRU5LURC77ZH;2019-04-17 13:41:20;K54LZNRU5LURC77ZH;410
1e6d922f-31ca-4f91-bf21-c472a5ab8476;10;GEZDVN4W5DN93LJHV;GEZDVN4W5DN93LJHV;2021-02-16 19:58:26;GEZDVN4W5DN93LJHV;406
ad39f917-8ce3-4808-b90e-eeea0d0c6c36;2;YBW4FNTD1SG67U479;YBW4FNTD1SG67U479;1995-07-27 03:41:37;YBW4FNTD1SG67U479;435
270105b4-03a6-4fa3-9536-6861c053e06a;10;ZV75LJVE1XHPWRG0L;ZV75LJVE1XHPWRG0L;2007-09-23 04:24:52;ZV75LJVE1XHPWRG0L;486
94608a22-551e-4500-b07c-36e297f9f6c0;6;8KPH306X55W84G6A0;8KPH306X55W84G6A0;2002-05-01 12:41:13;8KPH306X55W84G6A0;273
cef78e6a-8934-475c-8696-dc43a972c6ef;11;7VRTZWDH9JKZ194KD;7VRTZWDH9JKZ194KD;2022-10-21 14:25:31;7VRTZWDH9JKZ194KD;413
b4491d6e-20be-4540-bd58-61690b9c46f6;11;Z8HKZZMY06YN4DXAR;Z8HKZZMY06YN4DXAR;2002-05-13 13:04:54;Z8HKZZMY06YN4DXAR;365
b4a9d8bf-5c90-46b6-af50-b42e11dc80cd;3;MY00ZABH3FW9LSKXE;MY00ZABH3FW9LSKXE;1997-01-02 15:20:58;MY00ZABH3FW9LSKXE;226
e0e93813-add9-40a0-859b-6ffe8c906936;6;W6MDVVT48LMLD1AP0;W6MDVVT48LMLD1AP0;2012-06-12 19:21:05;W6MDVVT48LMLD1AP0;223
14654828-50c7-44d3-b5c4-729ea39bf749;13;85GTT3BF6WY2F9VN6;85GTT3BF6WY2F9VN6;2022-07-22 12:15:54;85GTT3BF6WY2F9VN6;130
f1958b87-bcf6-4598-977a-3ae947f8f6e8;15;VE06CHKM7F4FKGXN0;VE06CHKM7F4FKGXN0;2015-03-16 04:49:29;VE06CHKM7F4FKGXN0;252
fd661b00-de9b-48ec-9cc1-651e65aaa872;4;42FP2CN760FTBDGCL;42FP2CN760FTBDGCL;2008-05-03 13:26:10;42FP2CN760FTBDGCL;374
1f99620a-8beb-41c9-8d5e-f89580f2e593;4;V97MYS1V2EGWL2M31;V97MYS1V2EGWL2M31;2017-02-24 19:56:26;V97MYS1V2EGWL2M31;479
c2e54e69-559f-41c6-b434-b9a060fa56d1;14;5D674TDZ7SMR3BAD3;5D674TDZ7SMR3BAD3;1988-12-24 17:09:44;5D674TDZ7SMR3BAD3;130
2c6f03c9-db49-4270-9074-47201d77496c;9;2YZTKEY983Z2B0ACZ;2YZTKEY983Z2B0ACZ;2018-02-04 14:18:20;2YZTKEY983Z2B0ACZ;302
c0356faf-7027-41e4-adb8-80941ab6acba;8;UE6FVZG29WRXFF3CC;UE6FVZG29WRXFF3CC;2014-11-21 20:06:42;UE6FVZG29WRXFF3CC;354
e156a69e-02bb-4d14-9495-415f8a0d9c38;2;GEPEFRGT6DHY9Z6GP;GEPEFRGT6DHY9Z6GP;2020-11-25 14:46:12;GEPEFRGT6DHY9Z6GP;483
8f41c4b7-ab78-45ca-b747-e0715ebdf218;9;X5UA5ZUAXVYT00UVY;X5UA5ZUAXVYT00UVY;2002-05-28 11:22:05;X5UA5ZUAXVYT00UVY;294
b8628c2d-e1fb-48ee-82de-ec4ed5db4b1d;2;HA60LATV0U1REYVET;HA60LATV0U1REYVET;2021-07-19 21:31:41;HA60LATV0U1REYVET;151
8662f9b4-76fb-4d32-a1dc-efeed978b3c3;8;S8AJDMGP9RME4P8C3;S8AJDMGP9RME4P8C3;2011-06-28 19:33:21;S8AJDMGP9RME4P8C3;436
c4e674d3-8e55-4e9b-92f1-258152fc5c99;9;4SZ29NKL04F2CCJFB;4SZ29NKL04F2CCJFB;2010-08-31 22:29:17;4SZ29NKL04F2CCJFB;286
7eb0382f-2a9f-4032-9c3c-058ceed457aa;12;WFLYAHMW4W8J42X80;WFLYAHMW4W8J42X80;2021-08-08 22:40:43;WFLYAHMW4W8J42X80;425
2a193679-42c3-43d7-a393-796088138e9a;5;FAK8KXKT4BKX60CJ4;FAK8KXKT4BKX60CJ4;2006-02-09 01:13:51;FAK8KXKT4BKX60CJ4;259
7d286fa9-0375-4def-9d73-b39bb4e49da2;8;MPJSFGHW0LZXZU837;MPJSFGHW0LZXZU837;2015-09-01 12:21:07;MPJSFGHW0LZXZU837;187
aae0b6d7-c951-4712-bce7-79af6ce3eae4;13;C40XKBSW03JP3R25C;C40XKBSW03JP3R25C;2011-09-20 10:43:09;C40XKBSW03JP3R25C;476
5b45732c-3e42-493d-9ef7-a7d594f6f784;2;7NGXNC9K6HHDN7A59;7NGXNC9K6HHDN7A59;2022-02-28 23:52:59;7NGXNC9K6HHDN7A59;385
684fdf4e-11a8-4a53-8e18-906b0baa944c;10;2WBC4LLH5LLDD16KW;2WBC4LLH5LLDD16KW;2012-02-20 16:26:35;2WBC4LLH5LLDD16KW;172
43612579-976f-41b6-a056-7be2897ac598;14;25TKVR6C5APUTFULW;25TKVR6C5APUTFULW;1999-04-29 11:55:21;25TKVR6C5APUTFULW;100
e39c5c22-20a7-430b-b5ae-16871f827715;8;FE5RE3L73WU1AF97H;FE5RE3L73WU1AF97H;2020-01-15 04:54:34;FE5RE3L73WU1AF97H;376
253fcce6-3380-4d9c-8d4d-0e5306173473;12;BSCBZ11Z5SH8758EK;BSCBZ11Z5SH8758EK;2017-03-25 08:32:39;BSCBZ11Z5SH8758EK;300
